Year,Ward code,Borough,Ward,Name,Party,Votes,Elected,Rank,Ballot position,Party position,Num candidates
2010,00AMGS,Hackney,Stoke Newington Central,"Krishna, Rita",Lab,2362,True,3,6,2,9
2010,00AMGS,Hackney,Stoke Newington Central,"Hodgson, John",Lib Dem,1077,False,4,4,1,9
2010,00AMGS,Hackney,Stoke Newington Central,"Nichols, Carl",Lib Dem,775,False,5,7,2,9
2010,00AMGS,Hackney,Stoke Newington Central,"Scott-Daniels, Simon",Lib Dem,735,False,6,8,3,9
2010,00AMGS,Hackney,Stoke Newington Central,"Benson, Richie",Cons,379,False,7,1,1,9
2010,00AMGS,Hackney,Stoke Newington Central,"Devoy, Hannah",Cons,358,False,8,2,2,9
2010,00AMGS,Hackney,Stoke Newington Central,"Karayilan, Zeynep",Cons,68,False,9,5,3,9
2010,00AMGT,Hackney,Victoria,"Hanson, Catherine D.",Lab,2873,True,1,3,1,9
2010,00AMGT,Hackney,Victoria,"Kemp, Daniel S.",Lab,2641,True,2,6,2,9
2010,00AMGT,Hackney,Victoria,"Taylor, Geoffrey N.",Lab,2305,True,3,9,3,9
2010,00AMGT,Hackney,Victoria,"James, Heather",Lib Dem,1288,False,4,4,1,9
2010,00AMGT,Hackney,Victoria,"Jordan, Joe",Lib Dem,994,False,5,5,2,9
2010,00AMGT,Hackney,Victoria,"Rees, Geraint",Lib Dem,729,False,6,7,3,9
2010,00AMGT,Hackney,Victoria,"Archer, Graeme E.B.",Cons,710,False,7,1,1,9
2010,00AMGT,Hackney,Victoria,"Burkson, Tony",Cons,683,False,8,2,2,9
2010,00AMGT,Hackney,Victoria,"Saunders, Winifred",Cons,500,False,9,8,3,9
2010,00AMGU,Hackney,Wick,"Kennedy, Christopher M.",Lab,2339,True,1,2,2,8
2010,00AMGU,Hackney,Wick,"Webb, Jessica L.",Lab,2243,True,2,7,3,8
2010,00AMGU,Hackney,Wick,"Bramble, Anntoinette A.C.",Lab,2186,True,3,1,1,8
2010,00AMGU,Hackney,Wick,"See, Ben",Lib Dem,932,False,4,5,2,8
2010,00AMGU,Hackney,Wick,"Korel, Mustafa",Lib Dem,857,False,5,3,1,8
2010,00AMGU,Hackney,Wick,"Selby, Stephen",Cons,525,False,6,6,2,8
2010,00AMGU,Hackney,Wick,"Sasidharan, Sanjay",Cons,455,False,7,4,1,8
2010,00AMGU,Hackney,Wick,"Woods, Matthew P.",Cons,202,False,8,8,3,8
2010,00ANGA,Hammersmith and Fulham,Addison,"Chalk, Alex",Cons,2320,True,1,2,1,9
2010,00ANGA,Hammersmith and Fulham,Addison,"Donovan, Belinda C.",Cons,2226,True,2,3,2,9
2010,00ANGA,Hammersmith and Fulham,Addison,"Tobias, Peter H.J.",Cons,2027,True,3,9,3,9
2010,00ANGA,Hammersmith and Fulham,Addison,"Ellard, Andrew",Lab,1657,False,4,4,1,9
2010,00ANGA,Hammersmith and Fulham,Addison,"Jones, Elizabeth",Lab,1632,False,5,6,2,9
2010,00ANGA,Hammersmith and Fulham,Addison,"Smallman, Melanie",Lab,1572,False,6,7,3,9
2010,00ANGA,Hammersmith and Fulham,Addison,"Burden, Janet L.",Lib Dem,1251,False,7,1,1,9
2010,00ANGA,Hammersmith and Fulham,Addison,"Empson, Sally J.",Lib Dem,1169,False,8,5,2,9
2010,00ANGA,Hammersmith and Fulham,Addison,"Sutton, John B.",Lib Dem,829,False,9,8,3,9
2010,00ANGB,Hammersmith and Fulham,Askew,"Needham, Caroline",Lab,2616,True,1,8,2,9
2010,00ANGB,Hammersmith and Fulham,Askew,"Vaughan, Rory",Lab,2346,True,2,9,3,9
2010,00ANGB,Hammersmith and Fulham,Askew,"Homan, Lisa",Lab,2304,True,3,5,1,9
2010,00ANGB,Hammersmith and Fulham,Askew,"Bristow, Nathalie Y.C.",Lib Dem,1749,False,4,2,2,9
2010,00ANGB,Hammersmith and Fulham,Askew,"Bewley, Henrietta S.",Lib Dem,1675,False,5,1,1,9
2010,00ANGB,Hammersmith and Fulham,Askew,"Howard, John",Cons,1591,False,6,6,2,9
2010,00ANGB,Hammersmith and Fulham,Askew,"Cann, David",Cons,1570,False,7,3,1,9
2010,00ANGB,Hammersmith and Fulham,Askew,"Easthope, Rob",Lib Dem,1362,False,8,4,3,9
2010,00ANGB,Hammersmith and Fulham,Askew,"Izard, Kayser",Cons,1302,False,9,7,3,9
2010,00ANGC,Hammersmith and Fulham,Avonmore And Brook Green,"Binmore, Helen",Cons,2505,True,1,2,1,9
2010,00ANGC,Hammersmith and Fulham,Avonmore And Brook Green,"Carlebach, Joe",Cons,2243,True,2,4,2,9
2010,00ANGC,Hammersmith and Fulham,Avonmore And Brook Green,"Iggulden, Robert",Cons,2192,True,3,6,3,9
2010,00ANGC,Hammersmith and Fulham,Avonmore And Brook Green,"Allen, Chris",Lab,1534,False,4,1,1,9
2010,00ANGC,Hammersmith and Fulham,Avonmore And Brook Green,"Power, Dan",Lab,1424,False,5,9,3,9
2010,00ANGC,Hammersmith and Fulham,Avonmore And Brook Green,"Burke, Stephen",Lab,1402,False,6,3,2,9
2010,00ANGC,Hammersmith and Fulham,Avonmore And Brook Green,"Harris, Suzanna C.",Lib Dem,1279,False,7,5,1,9
2010,00ANGC,Hammersmith and Fulham,Avonmore And Brook Green,"Impey, Rufus A.",Lib Dem,955,False,8,7,2,9
2010,00ANGC,Hammersmith and Fulham,Avonmore And Brook Green,"Miller, Thomas D.",Lib Dem,921,False,9,8,3,9
2010,00ANGD,Hammersmith and Fulham,College Park And Old Oak,"Chumnery, Elaine",Lab,1718,True,1,2,1,6
2010,00ANGD,Hammersmith and Fulham,College Park And Old Oak,"Harcourt, Wesley S.",Lab,1694,True,2,3,2,6
2010,00ANGD,Hammersmith and Fulham,College Park And Old Oak,"Hennessy, Tony",Cons,716,False,3,4,1,6
2010,00ANGD,Hammersmith and Fulham,College Park And Old Oak,"Higton, Mark",Cons,639,False,4,5,2,6
2010,00ANGD,Hammersmith and Fulham,College Park And Old Oak,"Jones, Meghan A.",Lib Dem,462,False,5,6,2,6
2010,00ANGD,Hammersmith and Fulham,College Park And Old Oak,"Batstone, Dinti W.",Lib Dem,411,False,6,1,1,6
2010,00ANGE,Hammersmith and Fulham,Fulham Broadway,"Brocklebank-Fowler, Victoria S.A.",Cons,2178,True,1,3,1,9
2010,00ANGE,Hammersmith and Fulham,Fulham Broadway,"Ford, Rachel",Cons,2131,True,2,6,2,9
2010,00ANGE,Hammersmith and Fulham,Fulham Broadway,"Thorley, Matt",Cons,2007,True,3,9,3,9
2010,00ANGE,Hammersmith and Fulham,Fulham Broadway,"Butler, Tom",Lab,1369,False,4,4,1,9
2010,00ANGE,Hammersmith and Fulham,Fulham Broadway,"Cash, Tony",Lab,1311,False,5,5,2,9
2010,00ANGE,Hammersmith and Fulham,Fulham Broadway,"Napier, Charlie",Lab,1138,False,6,8,3,9
2010,00ANGE,Hammersmith and Fulham,Fulham Broadway,"Kennedy, Laura",Lib Dem,876,False,7,7,3,9
2010,00ANGE,Hammersmith and Fulham,Fulham Broadway,"Bassford, Daniel P.",Lib Dem,874,False,8,1,1,9
2010,00ANGE,Hammersmith and Fulham,Fulham Broadway,"Binnell, Brynn A.",Lib Dem,813,False,9,2,2,9
2010,00ANGF,Hammersmith and Fulham,Fulham Reach,"Donovan, Gavin",Cons,2177,True,1,3,1,9
2010,00ANGF,Hammersmith and Fulham,Fulham Reach,"Graham, Peter",Cons,2146,True,2,4,2,9
2010,00ANGF,Hammersmith and Fulham,Fulham Reach,"Johnson, Andrew",Cons,2030,True,3,5,3,9
2010,00ANGF,Hammersmith and Fulham,Fulham Reach,"Lukey, Vivienne J.",Lab,1806,False,4,6,1,9
2010,00ANGF,Hammersmith and Fulham,Fulham Reach,"Mills, James",Lab,1790,False,5,7,2,9
2010,00ANGF,Hammersmith and Fulham,Fulham Reach,"Rathbone, Jill",Lab,1679,False,6,9,3,9
2010,00ANGF,Hammersmith and Fulham,Fulham Reach,"Barnes, Gillian",Lib Dem,1014,False,7,1,1,9
2010,00ANGF,Hammersmith and Fulham,Fulham Reach,"Clements, Lee J.",Lib Dem,817,False,8,2,2,9
2010,00ANGF,Hammersmith and Fulham,Fulham Reach,"Perrin, Julie C.",Lib Dem,772,False,9,8,3,9
2010,00ANGG,Hammersmith and Fulham,Hammersmith Broadway,"Cowan, Stephen",Lab,2186,True,1,2,2,9
2010,00ANGG,Hammersmith and Fulham,Hammersmith Broadway,"Cartwright, Michael",Lab,2177,True,2,1,1,9
2010,00ANGG,Hammersmith and Fulham,Hammersmith Broadway,"Murphy, Pj",Lab,2129,True,3,8,3,9
2010,00ANGG,Hammersmith and Fulham,Hammersmith Broadway,"Glenny, Chris",Cons,1792,False,4,4,1,9
2010,00ANGG,Hammersmith and Fulham,Hammersmith Broadway,"Largan, Robert",Cons,1665,False,5,6,2,9
2010,00ANGG,Hammersmith and Fulham,Hammersmith Broadway,"Large, Dan",Cons,1614,False,6,7,3,9
2010,00ANGG,Hammersmith and Fulham,Hammersmith Broadway,"Defries, Emma P.J.",Lib Dem,1035,False,7,3,1,9
2010,00ANGG,Hammersmith and Fulham,Hammersmith Broadway,"Harris, Ian J.",Lib Dem,953,False,8,5,2,9
2010,00ANGG,Hammersmith and Fulham,Hammersmith Broadway,"Thomas, Jonathan D.C.",Lib Dem,783,False,9,9,3,9
2010,00ANGH,Hammersmith and Fulham,Munster,"Adam, Michael F.",Cons,2924,True,1,1,1,9
2010,00ANGH,Hammersmith and Fulham,Munster,"Alford, Adronie E.",Cons,2792,True,2,2,2,9
2010,00ANGH,Hammersmith and Fulham,Munster,"Karmel, Alex",Cons,2647,True,3,5,3,9
2010,00ANGH,Hammersmith and Fulham,Munster,"Hunter, William",Lab,902,False,4,3,1,9
2010,00ANGH,Hammersmith and Fulham,Munster,"Priestner, Ian D.",Lib Dem,890,False,5,6,1,9
2010,00ANGH,Hammersmith and Fulham,Munster,"Smith, Robert C.",Lib Dem,781,False,6,7,2,9
2010,00ANGH,Hammersmith and Fulham,Munster,"Kadoo, Mr",Lab,747,False,7,4,2,9
2010,00ANGH,Hammersmith and Fulham,Munster,"Stanley, Simon",Lab,681,False,8,8,3,9
2010,00ANGH,Hammersmith and Fulham,Munster,"Studd, James B.",Lib Dem,663,False,9,9,3,9
2010,00ANGJ,Hammersmith and Fulham,North End,"Cooney, Georgie",Cons,2125,True,1,2,1,9
2010,00ANGJ,Hammersmith and Fulham,North End,"Brown, Daryl",Lab,1987,True,2,1,1,9
2010,00ANGJ,Hammersmith and Fulham,North End,"Crofts, Tom",Cons,1979,True,3,3,2,9
2010,00ANGJ,Hammersmith and Fulham,North End,"Ffiske, Caroline R.",Cons,1842,False,4,5,3,9
2010,00ANGJ,Hammersmith and Fulham,North End,"Schmid, Max",Lab,1697,False,5,8,2,9
2010,00ANGJ,Hammersmith and Fulham,North End,"Turmaine, Matt",Lab,1679,False,6,9,3,9
2010,00ANGJ,Hammersmith and Fulham,North End,"Falkner, Robert",Lib Dem,998,False,7,4,1,9
2010,00ANGJ,Hammersmith and Fulham,North End,"Mcveigh, Patrick C.",Lib Dem,810,False,8,6,2,9
2010,00ANGJ,Hammersmith and Fulham,North End,"Oliaji, Meher",Lib Dem,774,False,9,7,3,9
2010,00ANGK,Hammersmith and Fulham,Palace Riverside,"Johnson, Donald M.",Cons,2459,True,1,4,2,6
2010,00ANGK,Hammersmith and Fulham,Palace Riverside,"Ginn, Marcus W.P.",Cons,2285,True,2,3,1,6
2010,00ANGK,Hammersmith and Fulham,Palace Riverside,"Buchan, Rachel J.",Lib Dem,856,False,3,1,1,6
2010,00ANGK,Hammersmith and Fulham,Palace Riverside,"Dragadze, Tamara",Lib Dem,758,False,4,2,2,6
2010,00ANGK,Hammersmith and Fulham,Palace Riverside,"Lukey, Frank",Lab,645,False,5,5,1,6
2010,00ANGK,Hammersmith and Fulham,Palace Riverside,"Treloggan, Charlie",Lab,530,False,6,6,2,6
2010,00ANGL,Hammersmith and Fulham,Parsons Green And Walham,"Botterill, Nick",Cons,3320,True,1,2,1,9
2010,00ANGL,Hammersmith and Fulham,Parsons Green And Walham,"Stainton, Frances M.",Cons,3036,True,2,8,3,9
2010,00ANGL,Hammersmith and Fulham,Parsons Green And Walham,"Loveday, Mark A.",Cons,3003,True,3,7,2,9
2010,00ANGL,Hammersmith and Fulham,Parsons Green And Walham,"Homan, Rob",Lab,816,False,4,5,1,9
2010,00ANGL,Hammersmith and Fulham,Parsons Green And Walham,"Bagwell, William H.",Lib Dem,766,False,5,1,1,9
2010,00ANGL,Hammersmith and Fulham,Parsons Green And Walham,"Gerson, Delia R.",Lib Dem,763,False,6,4,3,9
2010,00ANGL,Hammersmith and Fulham,Parsons Green And Walham,"Buchanan-Barrow, Paul M.",Lib Dem,682,False,7,3,2,9
2010,00ANGL,Hammersmith and Fulham,Parsons Green And Walham,"Liburd, Joan",Lab,676,False,8,6,2,9
2010,00ANGL,Hammersmith and Fulham,Parsons Green And Walham,"Stead, Barrie",Lab,561,False,9,9,3,9
2010,00ANGM,Hammersmith and Fulham,Ravenscourt Park,"Ivimy, Lucy V.",Cons,2300,True,1,8,2,9
2010,00ANGM,Hammersmith and Fulham,Ravenscourt Park,"Dewhirst, Charlie",Cons,2143,True,2,5,1,9
2010,00ANGM,Hammersmith and Fulham,Ravenscourt Park,"Phibbs, Richard H.",Cons,2107,True,3,9,3,9
2010,00ANGM,Hammersmith and Fulham,Ravenscourt Park,"Bailey, Olivia J.",Lab,1855,False,4,1,1,9
2010,00ANGM,Hammersmith and Fulham,Ravenscourt Park,"Cobb, Nic",Lab,1609,False,5,2,2,9
2010,00ANGM,Hammersmith and Fulham,Ravenscourt Park,"Dennistoun, Felicity",Lab,1500,False,6,4,3,9
2010,00ANGM,Hammersmith and Fulham,Ravenscourt Park,"Cook, Michael F.",Lib Dem,1247,False,7,3,1,9
2010,00ANGM,Hammersmith and Fulham,Ravenscourt Park,"Goldstein, Callum J.",Lib Dem,1151,False,8,6,2,9
2010,00ANGM,Hammersmith and Fulham,Ravenscourt Park,"Goldstein, Margaret C.",Lib Dem,1128,False,9,7,3,9
2010,00ANGN,Hammersmith and Fulham,Sands End,"De, Lisle A.",Cons,2547,True,1,3,1,9
2010,00ANGN,Hammersmith and Fulham,Sands End,"Hamilton, Stephen J.",Cons,2409,True,2,5,2,9
2010,00ANGN,Hammersmith and Fulham,Sands End,"Law, Jane V.",Cons,2361,True,3,6,3,9
2010,00ANGN,Hammersmith and Fulham,Sands End,"Bird, Brendan",Lab,1626,False,4,1,1,9
2010,00ANGN,Hammersmith and Fulham,Sands End,"Lawrence, Ron",Lab,1410,False,5,7,2,9
2010,00ANGN,Hammersmith and Fulham,Sands End,"Patterson, Bryanna",Lab,1290,False,6,9,3,9
2010,00ANGN,Hammersmith and Fulham,Sands End,"Buchanan-Barrow, Eithne A.",Lib Dem,957,False,7,2,1,9
2010,00ANGN,Hammersmith and Fulham,Sands End,"Gibbons, Reuben L.B.",Lib Dem,889,False,8,4,2,9
2010,00ANGN,Hammersmith and Fulham,Sands End,"Mckelvie, Allan W.",Lib Dem,830,False,9,8,3,9
2010,00ANGP,Hammersmith and Fulham,Shepherds Bush Green,"Coleman, Iain",Lab,2389,True,1,1,1,9
2010,00ANGP,Hammersmith and Fulham,Shepherds Bush Green,"Jones, Andrew",Lab,2277,True,2,3,2,9
2010,00ANGP,Hammersmith and Fulham,Shepherds Bush Green,"Umeh, Mercy",Lab,2275,True,3,9,3,9
2010,00ANGP,Hammersmith and Fulham,Shepherds Bush Green,"Evans, Alex",Cons,1450,False,4,2,1,9
2010,00ANGP,Hammersmith and Fulham,Shepherds Bush Green,"Macdonald, Andrew J.",Cons,1267,False,5,6,2,9
2010,00ANGP,Hammersmith and Fulham,Shepherds Bush Green,"St. Clair, Liz",Cons,1184,False,6,8,3,9
2010,00ANGP,Hammersmith and Fulham,Shepherds Bush Green,"Lastman, Robert",Lib Dem,1113,False,7,4,1,9
2010,00ANGP,Hammersmith and Fulham,Shepherds Bush Green,"Owen, Patricia",Lib Dem,1023,False,8,7,3,9
2010,00ANGP,Hammersmith and Fulham,Shepherds Bush Green,"Lidou, Annik C.",Lib Dem,900,False,9,5,2,9
2010,00ANGQ,Hammersmith and Fulham,Town,"Craig, Oliver D.",Cons,2639,True,1,4,1,9
2010,00ANGQ,Hammersmith and Fulham,Town,"Greenhalgh, Stephen J.",Cons,2548,True,2,5,2,9
2010,00ANGQ,Hammersmith and Fulham,Town,"Smith, Greg",Cons,2399,True,3,9,3,9
2010,00ANGQ,Hammersmith and Fulham,Town,"Kennedy, Paul",Lib Dem,1117,False,4,6,2,9
2010,00ANGQ,Hammersmith and Fulham,Town,"Braund, Henry C.",Lib Dem,989,False,5,1,1,9
2010,00ANGQ,Hammersmith and Fulham,Town,"Coleman, Ben",Lab,960,False,6,3,2,9
2010,00ANGQ,Hammersmith and Fulham,Town,"Muir, Graham P.",Lib Dem,886,False,7,7,3,9
2010,00ANGQ,Hammersmith and Fulham,Town,"Cardigan, Oliver P.",Lab,882,False,8,2,1,9
2010,00ANGQ,Hammersmith and Fulham,Town,"Shepherd, Natalia P.",Lab,837,False,9,8,3,9
2010,00ANGR,Hammersmith and Fulham,Wormholt And White City,"Campbell, Jean",Lab,3052,True,1,3,2,9
2010,00ANGR,Hammersmith and Fulham,Wormholt And White City,"Aherne, Colin",Lab,2971,True,2,2,1,9
2010,00ANGR,Hammersmith and Fulham,Wormholt And White City,"Powell, Sally",Lab,2813,True,3,8,3,9
2010,00ANGR,Hammersmith and Fulham,Wormholt And White City,"Frew, Robert",Cons,1186,False,4,5,3,9
2010,00ANGR,Hammersmith and Fulham,Wormholt And White City,"Adetuberu, Nini",Cons,1152,False,5,1,1,9
2010,00ANGR,Hammersmith and Fulham,Wormholt And White City,"Cranfield, Evan",Cons,1071,False,6,4,2,9
2010,00ANGR,Hammersmith and Fulham,Wormholt And White City,"Handover, Mary E.",Lib Dem,843,False,7,6,1,9
2010,00ANGR,Hammersmith and Fulham,Wormholt And White City,"Morris, Stephen J.",Lib Dem,727,False,8,7,2,9
2010,00ANGR,Hammersmith and Fulham,Wormholt And White City,"Remy, Catherine E.R.",Lib Dem,723,False,9,9,3,9
2010,00APGA,Haringey,Alexandra,"Beacham, David M.",Lib Dem,3154,True,1,1,1,9
2010,00APGA,Haringey,Alexandra,"Solomon, Juliet A.",Lib Dem,3045,True,2,8,3,9
2010,00APGA,Haringey,Alexandra,"Scott, Nigel P.",Lib Dem,2961,True,3,7,2,9
2010,00APGA,Haringey,Alexandra,"France, Emma J.",Lab,1603,False,4,4,2,9
2010,00APGA,Haringey,Alexandra,"Davidsohn, Samuel J.",Lab,1384,False,5,2,1,9
2010,00APGA,Haringey,Alexandra,"Waters, Tim",Lab,1199,False,6,9,3,9
2010,00APGA,Haringey,Alexandra,"Douglas, David",Cons,942,False,7,3,1,9
2010,00APGA,Haringey,Alexandra,"Ismail, Ali",Cons,750,False,8,5,2,9
2010,00APGA,Haringey,Alexandra,"Parvin, Mahi",Cons,705,False,9,6,3,9
2010,00APGB,Haringey,Bounds Green,"Cooke, Matt",Lab,2321,True,1,3,2,9
2010,00APGB,Haringey,Bounds Green,"Christophides, Joanna",Lab,2219,True,2,2,1,9
2010,00APGB,Haringey,Bounds Green,"Demirci, Ali",Lab,2118,True,3,4,3,9
2010,00APGB,Haringey,Bounds Green,"Jenkinson, Cara P.",Lib Dem,1829,False,4,6,2,9
2010,00APGB,Haringey,Bounds Green,"Aitken, Ron",Lib Dem,1739,False,5,1,1,9
2010,00APGB,Haringey,Bounds Green,"Oakes, John L.",Lib Dem,1580,False,6,8,3,9
2010,00APGB,Haringey,Bounds Green,"Evans, Natalie J.",Cons,647,False,7,5,1,9
2010,00APGB,Haringey,Bounds Green,"Joy, Mash",Cons,642,False,8,7,2,9
2010,00APGB,Haringey,Bounds Green,"Wild, James O.",Cons,598,False,9,9,3,9
2010,00APGC,Haringey,Bruce Grove,"Dogus, Dilek",Lab,2774,True,1,2,1,9
2010,00APGC,Haringey,Bruce Grove,"Mcnamara, Stuart",Lab,2763,True,2,7,3,9
2010,00APGC,Haringey,Bruce Grove,"Ejiofor, Joseph",Lab,2680,True,3,3,2,9
2010,00APGC,Haringey,Bruce Grove,"Glenn, Julia A.E.",Lib Dem,879,False,4,4,1,9
2010,00APGC,Haringey,Bruce Grove,"Mohamed, Ahmed",Lib Dem,686,False,5,8,2,9
2010,00APGC,Haringey,Bruce Grove,"Oxford, David N.",Lib Dem,660,False,6,9,3,9
2010,00APGC,Haringey,Bruce Grove,"Bradley, Margaret A.",Cons,598,False,7,1,1,9
2010,00APGC,Haringey,Bruce Grove,"Harvey-Kirkwood, Ann",Cons,538,False,8,5,2,9
2010,00APGC,Haringey,Bruce Grove,"Kirkwood, Roger",Cons,518,False,9,6,3,9
2010,00APGD,Haringey,Crouch End,"Weber, Lyn",Lib Dem,3501,True,1,5,2,9
2010,00APGD,Haringey,Crouch End,"Winskill, David L.",Lib Dem,3119,True,2,9,3,9
2010,00APGD,Haringey,Crouch End,"Strang, Paul J.",Lib Dem,3102,True,3,3,1,9
2010,00APGD,Haringey,Crouch End,"Messingham, Richard",Lab,1375,False,4,2,1,9
2010,00APGD,Haringey,Crouch End,"Weldon, Duncan",Lab,1300,False,5,6,2,9
2010,00APGD,Haringey,Crouch End,"Williams, Elin",Lab,1231,False,6,8,3,9
2010,00APGD,Haringey,Crouch End,"Allen, David A.",Cons,974,False,7,1,1,9
2010,00APGD,Haringey,Crouch End,"Walker, Paul",Cons,885,False,8,4,2,9
2010,00APGD,Haringey,Crouch End,"West, Edward J.M.",Cons,856,False,9,7,3,9
2010,00APGE,Haringey,Fortis Green,"Davies, Matt",Lib Dem,3141,True,1,3,1,9
2010,00APGE,Haringey,Fortis Green,"Erskine, Sophie F.",Lib Dem,2891,True,2,6,2,9
2010,00APGE,Haringey,Fortis Green,"Newton, Martin D.",Lib Dem,2768,True,3,7,3,9
2010,00APGE,Haringey,Fortis Green,"Eedle, Sue",Lab,1382,False,4,5,3,9
2010,00APGE,Haringey,Fortis Green,"Chorley, Matt",Lab,1333,False,5,2,1,9
2010,00APGE,Haringey,Fortis Green,"Dunn, Robin",Lab,1304,False,6,4,2,9
2010,00APGE,Haringey,Fortis Green,"Allen, Roderick",Cons,1233,False,7,1,1,9
2010,00APGE,Haringey,Fortis Green,"Price, Evan D.L.",Cons,1163,False,8,8,2,9
2010,00APGE,Haringey,Fortis Green,"Sherwood, Julian A.J.",Cons,1063,False,9,9,3,9
2010,00APGF,Haringey,Harringay,"Alexander, Karen J.",Lib Dem,2244,True,1,2,1,9
2010,00APGF,Haringey,Harringay,"Adamou, Gina",Lab,2159,True,2,1,1,9
2010,00APGF,Haringey,Harringay,"Schmitz, David R.",Lib Dem,1987,True,3,8,3,9
2010,00APGF,Haringey,Harringay,"Mulready, Nora",Lab,1974,False,4,6,2,9
2010,00APGF,Haringey,Harringay,"Ford, Chris",Lib Dem,1800,False,5,5,2,9
2010,00APGF,Haringey,Harringay,"Vellapah, Jon",Lab,1601,False,6,9,3,9
2010,00APGF,Haringey,Harringay,"Caines, Tim",Cons,447,False,7,4,2,9
2010,00APGF,Haringey,Harringay,"Allicock, Christine F.",Cons,435,False,8,3,1,9
2010,00APGF,Haringey,Harringay,"Noble, Stephen M.",Cons,407,False,9,7,3,9
2010,00APGG,Haringey,Highgate,"Allison, Rachel",Lib Dem,3166,True,1,1,1,9
2010,00APGG,Haringey,Highgate,"Hare, Bob",Lib Dem,2616,True,2,5,2,9
2010,00APGG,Haringey,Highgate,"Williams, Neil",Lib Dem,2425,True,3,9,3,9
2010,00APGG,Haringey,Highgate,"Campbell-Burt, Robin",Cons,1559,False,4,2,1,9
2010,00APGG,Haringey,Highgate,"Donnelly, Juliet",Cons,1405,False,5,3,2,9
2010,00APGG,Haringey,Highgate,"Radford-Wattley, Aaron",Cons,1283,False,6,8,3,9
2010,00APGG,Haringey,Highgate,"Graham, Caroline",Lab,1099,False,7,4,1,9
2010,00APGG,Haringey,Highgate,"Heath, David",Lab,928,False,8,6,2,9
2010,00APGG,Haringey,Highgate,"Manheim, Vivienne H.",Lab,867,False,9,7,3,9
2010,00APGH,Haringey,Hornsey,"Gorrie, Robert J.A.",Lib Dem,2609,True,1,6,1,9
2010,00APGH,Haringey,Hornsey,"Reid, Errol E.",Lib Dem,2589,True,2,8,2,9
2010,00APGH,Haringey,Hornsey,"Whyte, Monica P.",Lib Dem,2511,True,3,9,3,9
2010,00APGH,Haringey,Hornsey,"Blake, John",Lab,2053,False,4,2,2,9
2010,00APGH,Haringey,Hornsey,"Akwasi-Ayisi, Eugene",Lab,1751,False,5,1,1,9
2010,00APGH,Haringey,Hornsey,"Gunes, Makbule",Lab,1672,False,6,7,3,9
2010,00APGH,Haringey,Hornsey,"Eddy, Lionel",Cons,562,False,7,3,1,9
2010,00APGH,Haringey,Hornsey,"Gilbert, Peter",Cons,554,False,8,5,3,9
2010,00APGH,Haringey,Hornsey,"Fanusie, Lloyda",Cons,526,False,9,4,2,9
2010,00APGJ,Haringey,Muswell Hill,"Engert, Gail P.D.",Lib Dem,3166,True,1,2,2,9
2010,00APGJ,Haringey,Muswell Hill,"Bloch, Jonathan M.",Lib Dem,3133,True,2,1,1,9
2010,00APGJ,Haringey,Muswell Hill,"Jenks, Jim",Lib Dem,2683,True,3,7,3,9
2010,00APGJ,Haringey,Muswell Hill,"Heath, Christine",Lab,1447,False,4,6,2,9
2010,00APGJ,Haringey,Muswell Hill,"Grosskopf, Mark",Lab,1178,False,5,5,1,9
2010,00APGJ,Haringey,Muswell Hill,"Williams, Tom",Lab,1166,False,6,9,3,9
2010,00APGJ,Haringey,Muswell Hill,"Forrest, Daphne",Cons,886,False,7,3,1,9
2010,00APGJ,Haringey,Muswell Hill,"Grant, David D.",Cons,834,False,8,4,2,9
2010,00APGJ,Haringey,Muswell Hill,"Jones, Nicholas M.",Cons,771,False,9,8,3,9
2010,00APGK,Haringey,Noel Park,"Gibson, Pauline",Lab,2149,True,1,3,1,9
2010,00APGK,Haringey,Noel Park,"Stewart, James",Lab,2026,True,2,8,2,9
2010,00APGK,Haringey,Noel Park,"Strickland, Alan",Lab,1864,True,3,9,3,9
2010,00APGK,Haringey,Noel Park,"Ross, Viv",Lib Dem,1743,False,4,6,2,9
2010,00APGK,Haringey,Noel Park,"Kemal, Nevres O.",Lib Dem,1616,False,5,5,1,9
2010,00APGK,Haringey,Noel Park,"Sisupalan, Balan",Lib Dem,1407,False,6,7,3,9
2010,00APGK,Haringey,Noel Park,"Dobbie, Alan R.",Cons,718,False,7,1,1,9
2010,00APGK,Haringey,Noel Park,"Gul, Gulcan",Cons,616,False,8,4,3,9
2010,00APGK,Haringey,Noel Park,"Donnelly, Christopher D.",Cons,610,False,9,2,2,9
2010,00APGL,Haringey,Northumberland Park,"Bevan, John",Lab,2863,True,1,2,2,9
2010,00APGL,Haringey,Northumberland Park,"Peacock, Sheila",Lab,2735,True,2,9,3,9
2010,00APGL,Haringey,Northumberland Park,"Amin, Kaushika",Lab,2681,True,3,1,1,9
2010,00APGL,Haringey,Northumberland Park,"Leonida, Leo",Lib Dem,686,False,4,4,1,9
2010,00APGL,Haringey,Northumberland Park,"Mortimer, Valerie",Lib Dem,522,False,5,6,2,9
2010,00APGL,Haringey,Northumberland Park,"Bradley, Roger E.",Cons,509,False,6,3,1,9
2010,00APGL,Haringey,Northumberland Park,"Obeng, Jason",Cons,507,False,7,7,3,9
2010,00APGL,Haringey,Northumberland Park,"Manase, Jane",Cons,506,False,8,5,2,9
2010,00APGL,Haringey,Northumberland Park,"Paphitis, Bambos",Lib Dem,363,False,9,8,3,9
